"row_number","animal_name","animal_gender","animal_birth_month","breed_rc","borough","zip_code","community_district","census_tract2010","nta","city_council_district","congressional_district","state_senatorial_district","license_issued_date","license_expired_date"
118021,"Cody","M",2009-07-01,"Unknown","Manhattan",10002,103,201,"MN28",1,7,26,2016-12-06,2017-12-07
118022,"Cole","M",2006-07-01,"Unknown","Brooklyn",11233,303,297,"BK61",36,8,25,2016-12-06,2018-12-02
118023,"Cookie","F",2013-06-01,"Shih Tzu","Manhattan",10001,105,101,"MN17",3,12,27,2016-12-06,2017-09-03
118024,"Colorado","M",2016-04-01,"Collie, Rough Coat","Queens",11105,401,113,"QN72",22,14,13,2016-12-06,2017-12-06
118025,"Atticus","F",2011-12-01,"Boxer","Manhattan",10011,104,87,"MN13",3,12,27,2016-12-06,2018-01-12
118026,"Ava","F",2008-01-01,"Schnauzer, Miniature","Staten Island",10306,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-29
118027,"Baby","M",2010-06-01,"Maltese","Queens",11103,401,151,"QN70",22,14,12,2016-12-06,2017-11-15
118028,"Bailey","M",2006-11-01,"Unknown","Queens",11378,405,517,"QN30",30,6,15,2016-12-06,2017-10-21
118029,"Bailey","M",2008-04-01,"Cocker Spaniel","Queens",11426,413,1621,"QN43",23,5,11,2016-12-06,2017-12-15
118030,"Yuji","M",2007-08-01,"Shih Tzu","Brooklyn",11209,310,160,"BK31",43,11,22,2016-12-06,2017-12-06
118031,"Zach","M",2004-01-01,"Labrador (or Crossbreed)","Queens",11374,406,687,"QN18",29,6,16,2016-12-06,2017-12-30
118032,"Zoe","F",2006-07-01,"Labrador (or Crossbreed)","Queens",11385,405,63302,"QN19",30,6,15,2016-12-06,2017-12-22
118033,"Ziggy","M",2010-07-01,"Unknown","Manhattan",10011,104,91,"MN13",3,12,27,2016-12-06,2017-11-26
118034,"Zeus","M",2009-06-01,"American Staffordshire Terrier","Queens",11379,405,65703,"QN21",30,6,15,2016-12-06,2018-02-03
118035,"Zeus","M",2012-03-01,"Pomeranian","Queens",11354,407,1163,"QN51",20,6,16,2016-12-06,2018-12-01
118036,"Napoleon","M",2016-08-01,"French Bulldog","Manhattan",10016,106,66,"MN20",2,12,28,2016-12-06,2017-12-06
118037,"Winter","M",2016-08-01,"Siberian Husky","Queens",11368,404,461,"QN29",25,14,13,2016-12-06,2017-12-06
118038,"Xander","M",2009-10-01,"Pit Bull (or Mix)","Queens",11372,403,289,"QN28",25,14,13,2016-12-06,2017-12-21
118039,"Nittany","F",2016-08-01,"Goldendoodle","Manhattan",10016,105,82,"MN20",4,12,27,2016-12-06,2017-12-06
118040,"Nina","F",2011-09-01,"Unknown","Queens",11385,405,593,"QN20",30,7,15,2016-12-06,2018-01-09
118041,"Layla","F",2006-12-01,"Akita","Queens",11385,405,63301,"QN19",30,6,15,2016-12-06,2017-10-13
118042,"Laila","F",2016-08-01,"Perro De Presa Canario","Manhattan",10026,110,216,"MN11",9,13,30,2016-12-06,2017-12-06
118043,"Ladybird","F",2014-04-01,"Collie, Smooth Coat","Manhattan",10026,110,190,"MN11",9,13,30,2016-12-06,2017-10-18
118044,"Lana","F",2015-06-01,"Poodle","Bronx",10470,212,44902,"BX62",11,16,34,2016-12-06,2017-12-06
118045,"Lexi","F",2011-10-01,"Yorkshire Terrier","Manhattan",10032,112,245,"MN36",7,13,31,2016-12-06,2017-11-19
118046,"Lexi","F",2014-09-01,"Cocker Spaniel","Manhattan",10001,105,58,"MN13",3,12,28,2016-12-06,2017-11-24
118047,"Lady","F",2003-11-01,"Unknown","Staten Island",10306,503,13204,"SI25",50,11,24,2016-12-06,2017-11-14
118048,"Dixie","F",2001-01-01,"Unknown","Queens",11419,409,156,"QN54",28,5,10,2016-12-06,2017-12-30
118049,"Dixie","F",2010-05-01,"Beagle","Queens",11379,405,663,"QN21",30,6,15,2016-12-06,2018-01-06
118050,"Bruno","M",2015-09-01,"Labrador (or Crossbreed)","Queens",11373,404,26901,"QN29",25,14,13,2016-12-06,2017-11-21
118051,"Branch","F",2016-09-01,"Terrier Mix","Manhattan",10013,102,41,"MN24",1,7,26,2016-12-06,2017-12-06
118052,"Bravo","M",2009-09-01,"Poodle, Standard","Manhattan",10028,108,142,"MN40",4,12,28,2016-12-06,2018-01-30
118053,"Bosco","M",2016-08-01,"Cavalier King Charles Spaniel","Manhattan",10075,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118054,"Brownie","M",2001-01-01,"Labrador (or Crossbreed)","Queens",11357,407,981,"QN49",19,3,11,2016-12-06,2017-11-29
118055,"Brock","M",2016-02-01,"Siberian Husky Crossbreed","Brooklyn",11236,318,992,"BK50",46,8,19,2016-12-06,2017-12-06
118056,"Pearl","F",2008-08-01,"Poodle, Toy","Manhattan",10014,102,73,"MN23",3,10,27,2016-12-06,2017-12-17
118057,"Peanut","F",2012-10-01,"Havanese","Manhattan",10128,108,14402,"MN32",5,12,28,2016-12-06,2018-01-22
118058,"Peaches","F",2009-06-01,"Pomeranian","Bronx",10469,211,312,"BX31",13,14,34,2016-12-06,2017-11-18
118059,"Penny","F",2014-12-01,"German Shepherd Dog","Queens",11375,406,75701,"QN17",29,6,15,2016-12-06,2017-12-20
118060,"Pastina","F",2004-01-01,"Unknown","Queens",11364,411,129104,"QN42",23,6,11,2016-12-06,2017-11-28
118061,"Pangpang","M",2013-11-01,"Golden Retriever","Queens",11355,407,859,"QN22",20,6,16,2016-12-06,2018-01-06
118062,"Lucas","M",2015-08-01,"Poodle","Manhattan",10001,105,58,"MN13",3,12,28,2016-12-06,2017-11-14
118063,"Star","F",2010-11-01,"Pit Bull (or Mix)","Bronx",10451,201,51,"BX39",8,15,29,2016-12-06,2019-12-31
118064,"Phoebe","F",2015-11-01,"Maltipoo","Manhattan",10022,106,108,"MN19",4,12,28,2016-12-06,2018-01-27
118065,"Pepsi","F",2011-06-01,"Unknown","Bronx",10469,211,316,"BX31",13,14,34,2016-12-06,2017-12-16
118096,"Sonja","F",2008-05-01,"Pit Bull (or Mix)","Queens",11419,410,15802,"QN55",28,5,10,2016-12-06,2017-11-15
118066,"Perla","F",2011-02-01,"Maltese Crossbreed","Queens",11377,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118067,"Studley","M",2007-02-01,"Schnauzer, Standard","Queens",11355,NA,NA,NA,NA,NA,NA,2016-12-06,2018-01-08
118068,"Sugar","F",2014-01-01,"Rhodesian Ridgeback","Manhattan",10011,102,71,"MN23",3,10,27,2016-12-06,2019-01-30
118069,"Talulah","F",2007-01-01,"Cairn Terrier","Brooklyn",11201,302,301,"BK09",33,7,26,2016-12-06,2019-01-27
118070,"Tabby","F",2005-07-01,"Chihuahua Crossbreed","Brooklyn",11218,307,1502,"BK40",39,9,21,2016-12-06,2018-01-17
118071,"Taina","F",2012-05-01,"Shih Tzu","Bronx",10454,201,33,"BX39",8,15,29,2016-12-06,2017-12-04
118072,"Frankie","F",2016-08-01,"Chihuahua Crossbreed","Brooklyn",11211,301,527,"BK73",34,7,18,2016-12-06,2017-12-06
118073,"Frances","F",2009-06-01,"Miniature Pinscher","Manhattan",10009,106,44,"MN50",4,12,27,2016-12-06,2019-01-30
118074,"Frances","F",2013-07-01,"French Bulldog","Manhattan",10014,102,37,"MN24",3,10,27,2016-12-06,2017-12-06
118075,"Freya","F",2007-02-01,"Unknown","Brooklyn",11215,307,171,"BK40",39,9,21,2016-12-06,2017-12-06
118076,"Froggy","M",2013-05-01,"Pembroke Welsh Corgi","Manhattan",10032,112,253,"MN36",10,13,31,2016-12-06,2017-11-16
118077,"Louie","M",2012-01-01,"Rat Terrier","Staten Island",10312,503,176,"SI01",51,11,24,2016-12-06,2017-12-13
118078,"Louis","M",2011-08-01,"Bichon Frise","Brooklyn",11220,307,96,"BK34",38,7,20,2016-12-06,2017-11-15
118079,"Loki","M",2015-09-01,"Labradoodle","Staten Island",10309,503,226,"SI11",51,11,24,2016-12-06,2019-11-29
118080,"Lola","F",2008-10-01,"Pit Bull (or Mix)","Brooklyn",11209,310,62,"BK31",43,11,22,2016-12-06,2019-01-16
118081,"Lola","F",2009-10-01,"Yorkshire Terrier","Manhattan",10019,105,137,"MN17",3,12,27,2016-12-06,2018-02-01
118082,"Fifi","F",2007-12-01,"Unknown","Staten Island",10310,501,121,"SI35",49,11,24,2016-12-06,2019-12-28
118083,"Fitz","M",2015-12-01,"Beagle","Manhattan",10018,104,111,"MN13",3,10,27,2016-12-06,2017-12-06
118084,"Apollo","M",2015-03-01,"Boxer","Staten Island",10310,501,13302,"SI22",49,11,23,2016-12-06,2017-11-12
118085,"Archie","M",2012-05-01,"Miniature Pinscher","Brooklyn",11214,313,308,"BK26",47,11,23,2016-12-06,2017-11-27
118086,"Achilles","M",2015-03-01,"Boxer","Staten Island",10310,501,13302,"SI22",49,11,23,2016-12-06,2017-11-12
118087,"Abigail","F",2007-01-01,"Unknown","Manhattan",10028,108,136,"MN32",5,12,28,2016-12-06,2017-12-30
118088,"Amelia","F",2004-12-01,"Rat Terrier Crossbreed","Brooklyn",11211,301,495,"BK90",34,12,18,2016-12-06,2017-12-06
118089,"Angel","F",2002-01-01,"Schnauzer, Miniature","Staten Island",10305,502,11401,"SI36",50,11,24,2016-12-06,2018-01-30
118090,"Alfie","M",2015-12-01,"Poodle, Toy","Manhattan",10001,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118091,"Almond","M",2011-04-01,"Pit Bull (or Mix)","Bronx",10457,204,22902,"BX41",15,15,33,2016-12-06,2017-12-06
118092,"Snowball","M",2001-01-01,"Maltese","Queens",11415,409,138,"QN60",29,6,14,2016-12-06,2017-12-30
118093,"Otto","M",2010-09-01,"Unknown","Queens",11366,408,1333,"QN41",24,6,11,2016-12-06,2018-01-25
118094,"Ozzie","M",2011-03-01,"Labrador (or Crossbreed)","Manhattan",10128,111,16002,"MN33",4,12,29,2016-12-06,2020-01-26
118095,"Sky","M",2004-01-01,"Miniature Pinscher","Bronx",10461,210,26602,"BX10",13,14,34,2016-12-06,2017-12-30
118097,"Sony","M",2015-02-01,"Chihuahua","Queens",11412,412,402,"QN08",27,5,14,2016-12-06,2017-12-06
118098,"Gizmo","M",2014-01-01,"Lhasa Apso","Staten Island",10314,501,151,"SI07",50,11,24,2016-12-06,2017-11-13
118099,"Gizmo","M",2014-10-01,"Pomeranian","Bronx",10462,211,238,"BX37",13,14,33,2016-12-06,2017-12-16
118100,"Gionni","M",2012-12-01,"Yorkshire Terrier","Bronx",10453,205,20501,"BX36",16,13,29,2016-12-06,2017-12-06
118101,"Gracie","F",2007-12-01,"Pit Bull (or Mix)","Manhattan",10065,108,116,"MN31",5,12,28,2016-12-06,2018-01-19
118102,"Gracie","F",2011-07-01,"Yorkshire Terrier","Manhattan",10025,107,183,"MN12",6,10,31,2016-12-06,2018-01-18
118103,"Gucci","M",2002-06-01,"Shih Tzu","Manhattan",10038,101,1501,"MN25",1,10,26,2016-12-06,2018-01-31
118104,"Nutella","M",2007-07-01,"Labrador (or Crossbreed)","Queens",11105,401,121,"QN72",22,14,13,2016-12-06,2017-10-30
118105,"Osin","M",2016-09-01,"Poodle Crossbreed","Manhattan",10011,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118106,"Ottla","F",2009-08-01,"Vizsla","Manhattan",10001,104,111,"MN13",3,10,27,2016-12-06,2017-12-18
118107,"Carmelo","M",2016-09-01,"Mastiff, Old English","Queens",11429,413,53601,"QN34",27,5,14,2016-12-06,2017-12-06
118108,"Casey","F",2007-01-01,"Unknown","Queens",11379,405,679,"QN21",30,6,15,2016-12-06,2018-01-07
118109,"Gatsby","M",2015-09-01,"Bulldog","Brooklyn",11214,313,314,"BK26",47,11,23,2016-12-06,2017-12-13
118110,"Cece","F",2010-10-01,"Havanese","Manhattan",10016,106,66,"MN20",2,12,28,2016-12-06,2017-11-30
118111,"Cecil","M",2006-11-01,"Beagle","Manhattan",10013,102,47,"MN24",1,10,26,2016-12-06,2017-12-06
118112,"Cassie","F",2012-01-01,"Unknown","Manhattan",10011,102,71,"MN23",3,10,27,2016-12-06,2018-01-29
118113,"Cat","F",2014-01-01,"Chihuahua","Queens",11435,408,22002,"QN35",24,6,14,2016-12-06,2017-08-26
118114,"Casper","M",2013-11-01,"Cocker Spaniel Crossbreed","Brooklyn",11206,303,28502,"BK35",36,8,18,2016-12-06,2017-12-06
118115,"George","M",2015-10-01,"Golden Retriever","Queens",11693,414,94203,"QN12",32,5,15,2016-12-06,2018-01-29
118116,"Georgie","M",2006-10-01,"Chihuahua","Staten Island",10309,503,198,"SI01",51,11,24,2016-12-06,2017-12-07
118117,"Gidget","F",2014-11-01,"Pomeranian","Bronx",10462,211,238,"BX37",13,14,33,2016-12-06,2018-01-28
118118,"Candy","F",2010-05-01,"Schnauzer, Miniature","Staten Island",10305,502,11401,"SI36",50,11,24,2016-12-06,2018-04-06
118119,"Buddy","M",2011-04-01,"Unknown","Brooklyn",11238,302,201,"BK69",35,8,25,2016-12-06,2017-11-23
118120,"Buddy","M",2010-06-01,"Chihuahua Crossbreed","Manhattan",10019,104,139,"MN15",3,10,27,2016-12-06,2018-01-12
118121,"Tobias","M",2015-07-01,"Havanese","Brooklyn",11224,313,35602,"BK23",48,8,23,2016-12-06,2017-10-12
118122,"Tobias","M",2010-04-01,"Bichon Frise","Brooklyn",11216,308,31702,"BK61",35,9,20,2016-12-06,2018-01-03
118123,"Tito","M",2014-10-01,"Shih Tzu","Manhattan",10033,112,269,"MN35",10,13,31,2016-12-06,2017-12-29
118124,"Timber","M",2014-12-01,"Labradoodle","Manhattan",10009,106,44,"MN50",4,12,27,2016-12-06,2017-12-23
118125,"Tillie","F",2007-01-01,"Unknown","Manhattan",10028,108,136,"MN32",5,12,28,2016-12-06,2017-10-30
118126,"Themba","M",2006-03-01,"Rhodesian Ridgeback","Manhattan",10013,102,47,"MN24",1,10,26,2016-12-06,2017-12-06
118127,"Toby","M",2010-08-01,"Pug","Bronx",10469,211,316,"BX31",13,14,34,2016-12-06,2017-12-14
118128,"Puffy","F",2005-01-01,"Poodle, Standard","Queens",11375,406,75702,"QN17",29,6,16,2016-12-06,2017-12-30
118129,"Tater","M",2011-08-01,"Dachshund Smooth Coat","Manhattan",10280,101,31704,"MN25",1,10,26,2016-12-06,2018-01-14
118130,"Teddy","M",2013-11-01,"Chihuahua","Queens",11426,413,1617,"QN43",23,3,11,2016-12-06,2018-01-01
118131,"Teddy","M",2008-05-01,"Maltese","Brooklyn",11239,305,105801,"BK93",42,8,19,2016-12-06,2018-02-01
118132,"Teddy","M",2005-01-01,"Yorkshire Terrier","Queens",11377,402,18501,"QN31",26,14,12,2016-12-06,2018-01-30
118133,"Pookie","F",2006-01-01,"Chihuahua","Manhattan",10022,106,98,"MN19",4,12,28,2016-12-06,2017-11-12
118134,"Posie","F",2011-12-01,"Unknown","Manhattan",10022,106,100,"MN19",4,12,28,2016-12-06,2017-10-22
118135,"Pj","M",2014-01-01,"Pug","Brooklyn",11235,315,626,"BK17",48,9,19,2016-12-06,2017-12-26
118136,"Madam","F",2007-01-01,"Italian Greyhound","Bronx",10464,210,516,"BX10",13,14,34,2016-12-06,2018-01-30
118137,"Piper","F",2014-05-01,"Portuguese Water Dog","Manhattan",10128,108,14802,"MN40",4,12,28,2016-12-06,2018-01-12
118138,"Basil","M",2012-10-01,"Havanese","Manhattan",10128,108,14402,"MN32",5,12,28,2016-12-06,2018-01-22
118139,"Bebe","F",2009-02-01,"Yorkshire Terrier","Manhattan",10002,103,2201,"MN28",2,7,26,2016-12-06,2017-06-26
118140,"Benji","M",2008-04-01,"Cocker Spaniel","Queens",11426,413,1621,"QN43",23,5,11,2016-12-06,2017-12-28
118141,"Belle","F",2005-10-01,"Unknown","Bronx",10465,210,118,"BX52",13,14,34,2016-12-06,2017-10-31
118142,"Dunkin","M",2009-08-01,"Labrador (or Crossbreed)","Staten Island",10303,501,239,"SI12",49,11,23,2016-12-06,2017-11-21
118143,"Duke","M",2013-10-01,"Cane Corso","Queens",11412,412,530,"QN08",27,5,14,2016-12-06,2017-12-30
118144,"Duke","M",2015-08-01,"French Bulldog","Manhattan",10009,106,44,"MN50",4,12,27,2016-12-06,2017-12-06
118145,"Dre","M",2016-01-01,"Unknown","Manhattan",10018,104,111,"MN13",3,10,27,2016-12-06,2017-12-06
118146,"Elmer","M",2007-10-01,"Chihuahua","Manhattan",10028,108,14402,"MN32",5,12,28,2016-12-06,2020-01-20
118147,"Eloise","F",2011-07-01,"Cavalier King Charles Spaniel","Manhattan",10023,107,159,"MN14",6,10,27,2016-12-06,2018-01-23
118148,"Lulu","F",2010-07-01,"Beagle Crossbreed","Manhattan",10025,107,191,"MN12",6,10,30,2016-12-06,2017-12-06
118149,"Lulu","F",2008-10-01,"Poodle, Miniature","Brooklyn",11201,302,502,"BK09",33,7,26,2016-12-06,2018-01-31
118150,"Lulu","F",2009-04-01,"Yorkshire Terrier","Staten Island",10309,503,226,"SI11",51,11,24,2016-12-06,2017-12-07
118151,"Lunch","F",2011-12-01,"Pomeranian","Manhattan",10027,109,21303,"MN06",9,13,30,2016-12-06,2017-12-06
118152,"Ludo","M",2007-10-01,"Labrador (or Crossbreed)","Manhattan",10024,107,169,"MN12",6,10,29,2016-12-06,2017-12-29
118153,"Lucky","M",2012-08-01,"Boston Terrier","Brooklyn",11204,311,434,"BK29",44,10,17,2016-12-06,2017-11-29
118154,"Lucky","M",2012-08-01,"Boston Terrier","Brooklyn",11204,311,434,"BK29",44,10,17,2016-12-06,2018-11-29
118155,"Riley","F",2014-07-01,"Australian Cattledog","Staten Island",10306,503,13204,"SI25",51,11,24,2016-12-06,2019-01-26
118156,"Ripley","F",2013-12-01,"Bluetick Coonhound","Brooklyn",11206,301,513,"BK73",34,7,18,2016-12-06,2017-05-31
118157,"Rex","M",2010-08-01,"German Shepherd Dog","Brooklyn",11236,318,1008,"BK50",46,8,19,2016-12-06,2018-01-10
118158,"Rocco","M",2014-08-01,"Rat Terrier","Manhattan",10012,102,5502,"MN23",1,12,26,2016-12-06,2017-12-09
118159,"Trigger","M",2011-01-01,"Unknown","Brooklyn",11218,312,228,"BK88",39,10,21,2016-12-06,2018-11-14
118160,"Ralphie","M",2007-07-01,"Poodle Crossbreed","Bronx",10462,211,230,"BX37",13,14,34,2016-12-06,2017-11-04
118161,"Rennie","M",2016-09-01,"Scottish Terrier","Manhattan",10024,107,175,"MN12",6,10,31,2016-12-06,2017-12-06
118162,"Remsen","M",2003-03-01,"Rottweiler","Queens",11434,412,330,"QN02",31,5,10,2016-12-06,2017-07-16
118163,"Queen","F",2013-01-01,"Chihuahua","Brooklyn",11219,312,112,"BK34",38,7,17,2016-12-06,2017-10-22
118164,"Rafi","M",2006-01-01,"Pug","Bronx",10463,208,30701,"BX22",11,16,34,2016-12-06,2017-10-14
118165,"Max","M",2008-02-01,"Unknown","Brooklyn",11204,311,258,"BK28",47,10,22,2016-12-06,2018-01-19
118166,"Tyson","M",2011-01-01,"Bull Dog, English","Bronx",10469,211,314,"BX31",13,14,34,2016-12-06,2018-01-26
118167,"Tsarina","F",2007-06-01,"Chihuahua","Brooklyn",11201,302,9,"BK09",33,7,26,2016-12-06,2017-07-07
118168,"Tuck","M",2013-12-01,"Pit Bull (or Mix)","Manhattan",10029,111,184,"MN34",8,13,30,2016-12-06,2020-01-18
118169,"Unknown","F",2016-08-01,"Havanese","Brooklyn",11206,301,493,"BK78",34,7,18,2016-12-06,2017-12-06
118170,"Unknown","F",2015-09-01,"Shiba Inu","Manhattan",10011,104,93,"MN13",3,10,27,2016-12-06,2017-12-28
118171,"Mandy","F",2009-04-01,"Yorkshire Terrier","Brooklyn",11209,310,60,"BK31",43,11,22,2016-12-06,2017-11-24
118172,"Maggie","F",2009-06-01,"Unknown","Queens",11379,405,679,"QN21",29,6,16,2016-12-06,2017-12-21
118173,"Marley","F",2006-01-01,"Collie, Border","Manhattan",10003,102,61,"MN23",2,12,27,2016-12-06,2016-12-29
118174,"Marley","F",2006-01-01,"Collie, Border","Manhattan",10003,102,61,"MN23",2,12,27,2016-12-06,2018-12-29
118175,"Mason","M",2016-11-01,"American Staffordshire Terrier","Queens",11368,404,411,"QN25",21,14,13,2016-12-06,2017-12-06
118176,"Madison","F",2009-10-01,"Unknown","Manhattan",10128,108,154,"MN32",5,12,28,2016-12-06,2018-01-25
118177,"Maggie","F",2012-02-01,"Unknown","Brooklyn",11217,306,159,"BK37",39,9,21,2016-12-06,2020-01-30
118178,"Hildalgo","M",2008-01-01,"Pomeranian","Bronx",10462,211,330,"BX07",13,14,34,2016-12-06,2017-11-20
118179,"Henry","M",2002-08-01,"Shih Tzu","Manhattan",10012,102,5502,"MN23",1,12,26,2016-12-06,2017-12-13
118180,"Harley","F",2014-06-01,"French Bulldog","Manhattan",10022,106,11203,"MN19",4,12,28,2016-12-06,2018-12-06
118181,"Harley","F",2006-02-01,"Beagle","Queens",11385,405,63302,"QN19",30,6,15,2016-12-06,2017-12-31
118182,"Harrison","M",2004-01-01,"Unknown","Brooklyn",11236,318,1016,"BK50",46,8,19,2016-12-06,2017-12-30
118183,"Bo","M",2009-04-01,"Havanese","Manhattan",10028,108,142,"MN40",4,12,28,2016-12-06,2018-01-13
118184,"Gus","M",2007-12-01,"Havanese","Manhattan",10025,107,191,"MN12",6,10,31,2016-12-06,2018-11-21
118185,"Bonita","F",2006-01-01,"Unknown","Brooklyn",11235,315,59402,"BK17",48,9,19,2016-12-06,2018-01-30
118186,"Bodie","F",2012-11-01,"Beagle","Manhattan",10003,103,42,"MN22",2,12,27,2016-12-06,2017-11-15
118187,"Blu","F",2015-12-01,"American Staffordshire Terrier","Brooklyn",11207,305,1124,"BK82",42,8,19,2016-12-06,2017-12-06
118188,"Bits","F",2015-06-01,"Chihuahua","Manhattan",10280,101,31704,"MN25",1,10,26,2016-12-06,2017-12-06
118189,"Biscuit","M",2012-10-01,"Yorkshire Terrier","Brooklyn",11234,318,722,"BK58",46,8,21,2016-12-06,2018-01-07
118190,"Bill","M",2015-09-01,"Beagle","Manhattan",10044,108,23801,"MN31",5,12,29,2016-12-06,2019-11-27
118191,"Benny","M",2016-06-01,"Cavalier King Charles Spaniel","Manhattan",10075,108,132,"MN31",5,12,28,2016-12-06,2017-12-06
118192,"Biggie","M",2016-09-01,"Redbone Coonhound","Queens",11105,401,121,"QN72",22,14,13,2016-12-06,2017-12-06
118193,"Bibi","F",2014-09-01,"Chihuahua","Manhattan",10027,109,21303,"MN06",9,13,30,2016-12-06,2017-12-06
118194,"Bianca","F",2003-01-01,"Shih Tzu","Staten Island",10312,503,17011,"SI01",51,11,24,2016-12-06,2017-11-29
118195,"Betty","F",2016-08-01,"Poodle","Bronx",10461,210,184,"BX52",13,14,34,2016-12-06,2017-12-06
118196,"Coco","M",2005-01-01,"Yorkshire Terrier","Bronx",10462,209,21001,"BX46",18,14,32,2016-12-06,2018-11-29
118197,"Coco","F",2012-06-01,"Bichon Frise","Manhattan",10025,107,181,"MN12",6,10,30,2016-12-06,2018-01-26
118198,"Jeffrey","M",2007-08-01,"Pomeranian","Manhattan",10025,107,183,"MN12",6,10,31,2016-12-06,2018-01-18
118199,"Jerry","M",2013-11-01,"Pit Bull (or Mix)","Manhattan",10039,110,24302,"MN03",9,13,30,2016-12-06,2017-12-06
118200,"Jesse","M",2014-07-01,"Shiba Inu","Manhattan",10025,107,179,"MN12",6,10,31,2016-12-06,2017-12-10
118201,"Jax","M",2016-08-01,"Pembroke Welsh Corgi","Manhattan",10009,103,20,"MN28",2,7,26,2016-12-06,2017-12-06
118202,"Jojo","F",2012-04-01,"Unknown","Staten Island",10301,501,16901,"SI07",49,11,24,2016-12-06,2020-01-28
118203,"Jessie","F",2006-01-01,"Unknown","Manhattan",10128,108,14802,"MN40",4,12,28,2016-12-06,2018-01-27
118204,"Jett","M",2003-01-01,"Shih Tzu","Manhattan",10128,108,14402,"MN32",5,12,28,2016-12-06,2017-11-16
118205,"Mina","F",2014-09-01,"Chihuahua","Manhattan",10025,109,205,"MN09",7,10,30,2016-12-06,2017-12-01
118206,"Mini","F",2016-07-01,"French Bulldog","Manhattan",10024,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-06
118207,"Milo","M",2016-08-01,"Yorkshire Terrier Crossbreed","Queens",11374,406,721,"QN17",29,6,16,2016-12-06,2017-12-06
118208,"Milo","M",2014-09-01,"Maltese","Manhattan",10019,105,137,"MN17",3,12,27,2016-12-06,2018-01-17
118209,"Mimi","F",2015-09-01,"Poodle Crossbreed","Queens",11375,406,731,"QN17",29,6,15,2016-12-06,2017-11-20
118210,"Mimi","F",2012-05-01,"Chow Chow","Brooklyn",11226,317,822,"BK60",40,9,20,2016-12-06,2017-12-20
118211,"Sebastian","M",2011-08-01,"Unknown","Staten Island",10309,503,20801,"SI32",51,11,24,2016-12-06,2017-10-09
118212,"Schnitz","M",2012-08-01,"Terrier Mix","Brooklyn",11211,301,517,"BK73",33,12,26,2016-12-06,2017-12-06
118213,"Savannah","F",2012-05-01,"Yorkshire Terrier","Bronx",10468,207,409,"BX28",11,13,36,2016-12-06,2017-12-06
118214,"Satin","M",2016-09-01,"Pit Bull (or Mix)","Queens",11421,409,22,"QN53",32,7,15,2016-12-06,2017-12-06
118215,"Shay","M",2016-08-01,"Goldendoodle","Manhattan",10010,105,56,"MN13",2,12,28,2016-12-06,2017-12-06
118216,"Sherman","M",2015-09-01,"American Staffordshire Terrier","Staten Island",10306,503,12806,"SI25",50,11,24,2016-12-06,2017-12-09
118217,"Sienna","F",2016-05-01,"Poodle, Toy","Queens",11365,408,122701,"QN38",24,6,16,2016-12-06,2017-12-06
118218,"Sammy","F",2005-07-01,"Chihuahua Crossbreed","Brooklyn",11218,307,1502,"BK40",39,9,21,2016-12-06,2018-01-17
118219,"Sancho","M",2015-07-01,"Labradoodle","Manhattan",10014,102,77,"MN23",3,10,27,2016-12-06,2017-11-15
118220,"Rudy","M",2015-08-01,"Yorkshire Terrier","Brooklyn",11220,NA,NA,NA,NA,NA,NA,2016-12-06,2017-12-15
118221,"Sam","M",2012-10-01,"Unknown","Manhattan",10021,108,130,"MN40",4,12,28,2016-12-06,2018-01-27
118222,"Sadie","F",2011-01-01,"Unknown","Staten Island",10309,503,20801,"SI32",51,11,24,2016-12-06,2017-10-09
118223,"Max","M",2016-04-01,"Black Russian Terrier","Queens",11366,408,1333,"QN41",23,6,11,2016-12-06,2017-12-06
118224,"Max","M",2011-04-01,"Pit Bull (or Mix)","Brooklyn",11229,315,59401,"BK17",48,9,19,2016-12-06,2017-11-21
118225,"Max","M",2013-05-01,"Pit Bull (or Mix)","Queens",11361,411,1467,"QN46",19,6,11,2016-12-06,2018-01-11
118226,"Jade","F",2013-07-01,"Pomeranian","Manhattan",10023,107,145,"MN14",3,10,27,2016-12-06,2017-12-09
118227,"Ivory","F",2016-08-01,"Bull Terrier","Queens",11102,401,81,"QN71",22,12,12,2016-12-06,2017-12-06
118228,"Ivy","F",2011-09-01,"Golden Retriever","Manhattan",10024,107,173,"MN12",6,10,30,2016-12-06,2017-11-28
118229,"Izabella","F",2013-08-01,"Yorkshire Terrier","Manhattan",10065,108,118,"MN31",5,12,28,2016-12-06,2019-02-09
118230,"Izzie","F",2007-08-01,"Australian Shepherd","Brooklyn",11209,310,142,"BK31",43,11,22,2016-12-06,2019-12-30
118231,"J.j","M",2003-04-01,"Shetland Sheepdog","Brooklyn",11214,311,270,"BK28",44,10,22,2016-12-06,2017-10-31
118232,"Jackie","M",2007-04-01,"Shih Tzu","Bronx",10461,210,26601,"BX10",13,14,34,2016-12-06,2017-11-15
